Unnamed: 0,Make,Model,Price,Year,Transmission,Listing Type,Body Type,Fuel Type,Engine Capacity - Cc,Engine Power - KW
812,FERRARI, 308,298000.0,1977.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,2926.0,
813,TOYOTA, CAMRY Altise,7990.0,2008.0,Automatic,Used,Sedan,Unleaded,2400.0,
814,LAND ROVER, FREELANDER 2,16880.0,2011.0,Automatic,Used,Wagon,Diesel,2179.0,
815,FORD, LTD,46990.0,1973.0,Automatic,Used,Sedan,Leaded Petrol,5766.0,
816,PORSCHE, CAYENNE 92A MY11,79990.0,2011.0,,Used,Wagon,,,
817,BMW, 220I,27990.0,2015.0,Automatic,Used,Wagon,Premium Unleaded,1998.0,
818,MASERATI, MERAK,114500.0,1974.0,,Used,Hardtop - Coupe,,,
819,JAGUAR, MK VII,13000.0,1952.0,,Used,Sedan,,,
820,CHEVROLET, CORVETTE C2 STINGRAY,249990.0,1965.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,6492.0,
821,CADILLAC, DE VILLE,15990.0,1976.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
822,HOLDEN, HSV VZ CLUBSPORT,37000.0,2004.0,Automatic,Used,Sedan,Premium Unleaded,,
823,ROVER, P6B 1,2500.0,1969.0,Automatic,Used,Sedan,Premium Unleaded,3500.0,
824,HOLDEN, TORANA UC SL,49000.0,1978.0,,Used,Hatchback,,,
825,BENTLEY, CONTINENTAL,249990.0,2014.0,Automatic,Used,Convertible,Premium Unleaded,3993.0,
826,CHEVROLET, CORVETTE,389990.0,1966.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,6966.0,
827,LAND ROVER, RANGE ROVER SPORT TDV6 MY11,32990.0,2011.0,Automatic,Used,Wagon,Diesel,2993.0,
828,MG, B,25500.0,1970.0,Manual,Used,Roadster,Unleaded,1798.0,0
829,HOLDEN, UTE ssv redline,66500.0,2016.0,Manual,Used,Ute,Premium Unleaded,,6.2
830,MAZDA, RX8,25000.0,2005.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1308.0,
831,HOLDEN, HSV VXII CLUBSPORT,25000.0,2002.0,Manual,Used,Sedan,Premium Unleaded,,
832,DODGE, CHALLENGER SRT8,148000.0,2010.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,6100.0,317
833,FORD, HI-BOY,37990.0,1932.0,Automatic,Used,Roadster,Unleaded,,
834,CHEVROLET, BEL AIR,124990.0,1957.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
835,FORD, RANCHERO,39990.0,1957.0,Automatic,Used,Ute,Unleaded,,
836,MG, F MY01,19990.0,2001.0,,Used,Roadster,,,
837,VOLKSWAGEN, BEACH BUGGY Myer Manx,50000.0,1966.0,,Used,Open Wheeler,,1600.0,
838,LAND ROVER, EVOQUE,44990.0,2013.0,Automatic,Used,Wagon,Premium Unleaded,1999.0,
839,HOLDEN, TORANA LX,99000.0,1976.0,,Used,Sedan,,,
840,AUDI, A3 8P MY10,16990.0,2009.0,,Used,Convertible,,,
841,CHEVROLET, CORVETTE,134990.0,1954.0,Automatic,Used,Roadster,Unleaded,,
842,FORD, FALCON GT XY REPLICA UTE,92500.0,1971.0,,Used,Ute,,,
843,LAND ROVER, DISCOVERY,21000.0,2007.0,Automatic,Used,Wagon,Unleaded,,
844,SUBARU, LIBERTY,15000.0,1997.0,Manual,Used,Sedan,Premium Unleaded,,175
845,CHRYSLER, VALIANT CL 318,79990.0,1977.0,,Used,Ute,Unleaded,5200.0,
846,JAGUAR, MK II 3.8,54990.0,1966.0,Automatic,Used,Sedan,Leaded Petrol,3781.0,
847,MCLAREN, 570GT,399990.0,2020.0,,Used,Hardtop - Coupe,,,
848,MERCEDES-BENZ, S-CLASS S400h,75988.0,2014.0,Automatic,Used,Sedan,,,
849,FORD, FALCON FG,24990.0,2008.0,Manual,Used,Sedan,Unleaded,3984.0,
850,HOLDEN, TORANA,155000.0,1974.0,,Used,Sedan,,,
851,MERCEDES-BENZ, S-CLASS W222,109990.0,2013.0,,Used,Sedan,,,
852,MERCEDES-BENZ, S400,129990.0,2016.0,Automatic,Used,Sedan,Premium Unleaded,2996.0,
853,FERRARI, 308 GTB Vetroresina,278000.0,1976.0,,Used,Hardtop - Coupe,,,
854,BENTLEY, FLYING SPUR,269990.0,2017.0,Automatic,Used,Sedan,Premium Unleaded,3993.0,
855,PORSCHE, 928S 4,69950.0,1988.0,Automatic,Used,Hardtop - Coupe,,4957.0,
856,FPV, GT FG,59990.0,2008.0,,Used,Sedan,,,
857,AUSTIN HEALEY, 3000 MK III BJ8,119990.0,1967.0,Manual,Used,Convertible,Leaded Petrol,2912.0,
858,VOLKSWAGEN, TRANSPORTER SWB,12990.0,2007.0,Manual,Used,Van,Diesel,2000.0,
859,FORD, HOT ROD 3 Window,85000.0,1934.0,Automatic,Used,Hardtop - Coupe,Unleaded,351.0,450
860,FORD, FAIRLANE ZD,82500.0,1971.0,,Used,Sedan,,,
861,CHEVROLET, BEL AIR,74900.0,1956.0,,Used,Hardtop - Coupe,,,
862,MORGAN, THREE WHEELER Super Sports Aero,59950.0,1929.0,Manual,Used,Roadster,,998.0,
863,FORD, MUSTANG,42900.0,1965.0,,Used,Hardtop - Coupe,,,
864,KIA, SORENTO Platinum,27990.0,2015.0,Automatic,Used,Wagon,,0.0,0
865,OLDSMOBILE, 98 SPORTS COUPE,17500.0,1971.0,,Used,Hardtop - Coupe,,,
866,MERCEDES-BENZ, C200,49990.0,2015.0,Automatic,Used,Sedan,Premium Unleaded,1991.0,
867,CADILLAC, CONVERTIBLE 62,65500.0,1960.0,Automatic,Used,Convertible,Unleaded,,
868,FORD, MUSTANG,219990.0,2010.0,Manual,Used,Hardtop - Coupe,,0.0,
869,MERCEDES-BENZ, CLK350,19990.0,2005.0,Automatic,Used,Hardtop - Coupe,Unleaded,3498.0,
870,FORD, F100 [Empty],59990.0,1977.0,,Used,Ute,Unleaded,,
871,MERCEDES-BENZ, M-CLASS ML 300 CDI,25990.0,2010.0,Automatic,Used,Wagon,Diesel,3000.0,
872,MERCEDES-BENZ, 300SE W126,4950.0,1988.0,Automatic,Used,Sedan,LPG,,
873,MERCEDES-BENZ, SL-CLASS R230 MY05,49990.0,2004.0,,Used,Roadster,,,
874,HOLDEN, GEMINI SL/E,2800.0,1985.0,Manual,Used,Sedan,Leaded Petrol,,
875,AUDI, R8 5.2 FSI Coupe,199980.0,2010.0,Manual,Used,Hardtop - Coupe,,,
876,ASTON MARTIN, V12,157990.0,2002.0,Sequential Manual Auto,Used,Hardtop - Coupe,Premium Unleaded,5935.0,
877,HSV, SENATOR VX,70000.0,2001.0,,Used,Sedan,,,
878,HOLDEN, UTE VE II MY12,14990.0,2012.0,,Used,Ute,,,
879,DATSUN, STANZA GX,12500.0,1981.0,,Used,Sedan,,,
880,PONTIAC, GTO 400ci,99500.0,1970.0,,Used,Hardtop - Coupe,,,
881,HOLDEN, KINGSWOOD HQ,104990.0,1973.0,Automatic,Used,Sedan,Unleaded,5047.0,179
882,FORD, FALCON XA,117990.0,1973.0,Manual,Used,Sedan,Unleaded,5766.0,224
883,FERRARI, GTC4,428880.0,2018.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,3856.0,
884,DODGE, PICKUP D5N 200,32000.0,1975.0,Manual,Used,Style Side,LPG,4015.0,92?
885,CHEVROLET, CORVETTE,389990.0,1966.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,6966.0,
886,LAND ROVER, RANGE ROVER,98990.0,2016.0,Automatic,Used,Wagon,Diesel,4367.0,
887,FORD, F150 LARIAT 4x4,179990.0,2020.0,Automatic,Used,Ute,Unleaded,5000.0,
888,CHEVROLET, CORVETTE,114990.0,1959.0,Manual,Used,Convertible,Unleaded,,
889,BMW, X1,29990.0,2013.0,Automatic,Used,Wagon,Diesel,0.0,
890,FERRARI, 328GTS,209950.0,1986.0,Manual,Used,Targa,,3186.0,
891,BENTLEY, S2 Continental Park Ward Drophead,489990.0,1961.0,,Used,Convertible,,,
892,HOLDEN, MONARO GTS HQ,159000.0,1972.0,,Used,Hardtop - Coupe,,,
893,FORD, FALCON XC,47990.0,1978.0,Manual,Used,Wagon,,,
894,FPV, F6 TYPHOON BF MK II,49990.0,2008.0,,Used,Sedan,,,
895,MERCEDES-BENZ, C-CLASS W204,14990.0,2007.0,,Used,Sedan,,,
896,CHRYSLER, VALIANT CL Sports Pack Panelvan,129000.0,1978.0,,Used,Van,,,
897,FORD, MUSTANG,219990.0,2010.0,Manual,Used,Hardtop - Coupe,,0.0,
898,SAAB, 9-3 444 MY2008,9990.0,2009.0,,Used,Wagon,,,
899,MERCEDES-BENZ, 560,119990.0,1986.0,Automatic,Used,Convertible,Unleaded,5547.0,
900,HOLDEN, COMMODORE VK - Commodore Brock Group 3 Replica,49990.0,1984.0,,Used,Sedan,,,
901,ASTON MARTIN, DB9,174500.0,2013.0,,Used,Hardtop - Coupe,,,
902,HUMMER, H1,96990.0,,Automatic,Used,Cab Chassis,Diesel,6500.0,
903,HOLDEN, HT,79888.0,1970.0,Automatic,Used,Ute,Premium Unleaded,350.0,
904,FORD, TUDOR,42990.0,1935.0,Automatic,Used,Sedan,Unleaded,,
905,MERCEDES-BENZ, CLA200,74000.0,,,Used,Sedan,Unleaded,,
906,FORD, RANGER XL 4x4,19500.0,2011.0,Automatic,Used,Cab Chassis,Diesel,3200.0,
907,BENTLEY, CONTINENTAL,199990.0,2014.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,3993.0,
908,FORD, FAIRLANE,55000.0,1959.0,Manual,Used,Sedan,Leaded Petrol,292.0,149.14 KW
909,MINI, JOHN COOPER,40000.0,2016.0,Manual,Used,Hatchback,,,
910,MERCEDES-BENZ, B-CLASS W245,9990.0,2005.0,,Used,Hatchback,,,
911,LAND ROVER, SERIES 3 308 V8 5 Speed 4WD,25308.0,1980.0,Manual,Used,Ute,Unleaded,5000.0,
912,TOYOTA, COROLLA ZRE152R,12990.0,2009.0,,Used,Sedan,,,
913,CITROEN, C4 B7,11990.0,2014.0,,Used,Hatchback,,,
914,TOYOTA, CAMRY CSI,3990.0,1999.0,Automatic,Used,Sedan,Unleaded,3000.0,
915,MERCEDES-BENZ, CL-CLASS C216,49990.0,2007.0,,Used,Hardtop - Coupe,,,
916,MASERATI, GRANTURISMO M145 MY13,99999.0,2013.0,,Used,Hardtop - Coupe,,,
917,MAZDA, 323 BA1163,6990.0,1997.0,,Used,Sedan,,,
918,MERCEDES-BENZ, E-CLASS A207,34990.0,2010.0,,Used,Convertible,,,
919,CHEVROLET,  COUPE Master 85,28000.0,1939.0,Manual,Used,Hardtop - Coupe,Unleaded,,
920,JAGUAR, SOVEREIGN Series III,13900.0,1984.0,Automatic,Used,Sedan,Unleaded,4200.0,
921,FORD, FAIRLANE ZD,82500.0,1971.0,,Used,Sedan,,,
922,HOLDEN, COMMODORE SS VZ,17500.0,2006.0,Automatic,Used,Sedan,Premium Unleaded,5967.0,340
923,MERCEDES-BENZ, SL-CLASS R129,44990.0,1999.0,,Used,Roadster,,,
924,JAGUAR, XK,79990.0,2009.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,4196.0,
925,FORD, FALCON XR6 AU III,19999.0,2000.0,Sportmatic,Used,Sedan,Unleaded,4000.0,172
926,FORD, CUSTOM Country Squire,69990.0,1951.0,Automatic,Used,Wagon,Unleaded,,
927,PEUGEOT, 5008 MY13,16990.0,2013.0,,Used,Wagon,,,
928,MERCEDES-BENZ, SL280,49990.0,1996.0,Automatic,Used,Convertible,Unleaded,2800.0,
929,FORD, MUSTANG,129990.0,1970.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,0.0,
930,FORD, FALCON XW,59990.0,1970.0,Manual,Used,Sedan,Unleaded,,
931,FORD, MUSTANG,129990.0,1970.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,0.0,
932,FORD, TORINO Cobra,32990.0,1971.0,Manual,Used,Fastback,Unleaded,,
933,FPV, GT BF MKII,32000.0,2007.0,Sequential Sports Shift,Used,Sedan,Premium Unleaded,5400.0,290
934,JAGUAR, 3.8 MKII,40000.0,1964.0,Automatic,Used,Sedan,,,
935,ROLLS-ROYCE, SILVER CLOUD III,84950.0,,Automatic,Used,Sedan,,6223.0,
936,BMW, X5 E70 Executive,19990.0,2007.0,Automatic,Used,Wagon,Unleaded,3000.0,
937,CHEVROLET, C10 1/2 Ton,69990.0,1964.0,Automatic,Used,Ute,Unleaded,,
938,FORD, CUSTOM Country Squire,69990.0,1951.0,Automatic,Used,Wagon,Unleaded,,
939,FORD, LTD P6,20000.0,1978.0,Automatic,Used,Convertible,Premium Unleaded,5800.0,
940,HSV, CLUBSPORT R8 TOURER VF,74990.0,2014.0,,Used,Wagon,,,
941,MORGAN, THREE WHEELER Super Sports Aero,59950.0,1929.0,Manual,Used,Roadster,,998.0,
942,MERCEDES-BENZ, C250,22500.0,2013.0,Automatic,Used,Sedan,Premium Unleaded,,
943,PORSCHE, 928S 4,69950.0,1988.0,Automatic,Used,Hardtop - Coupe,,4957.0,
944,FORD, CAPRI Clubsprint,12500.0,1993.0,,Used,Convertible,Unleaded,,
945,MERCEDES-BENZ, E220,39990.0,2013.0,Automatic,Used,Sedan,Diesel,2143.0,
946,PORSCHE, CAYENNE,23990.0,,Automatic,Used,Wagon,Premium Unleaded,,
947,MERCEDES-BENZ, B-CLASS W245 MY11,15990.0,2011.0,,Used,Hatchback,,,
948,BMW, 5 SERIES F10 MY13,26990.0,2013.0,,Used,Sedan,,,
949,DODGE, CHALLENGER 340,89500.0,1970.0,,Used,Hardtop - Coupe,,,
950,BMW, 320D,28990.0,2011.0,Steptronic,Used,Hardtop - Coupe,Diesel,1995.0,
951,MERCEDES-BENZ, C-CLASS W204 MY13,26990.0,2012.0,,Used,Sedan,,,
952,CHRYSLER, 300 SRT8,45000.0,2012.0,,Used,Sedan,,,
953,PORSCHE, BOXSTER 987 MY10,59990.0,2010.0,,Used,Convertible,,,
954,VOLKSWAGEN, TRANSPORTER TDI250 Runner,29990.0,2016.0,Manual,Used,Van,Diesel,2000.0,
955,HSV, GTO VZ,129990.0,2004.0,Automatic,Used,Hardtop - Coupe,,,
956,BMW, 520D,34990.0,2011.0,,Used,Sedan,,,
957,FORD, SHELBY GT500,95990.0,2011.0,Manual,Used,Convertible,Premium Unleaded,5400.0,
958,IVECO, DAILY 4x2,48990.0,2020.0,Automatic,Used,Van,Diesel,2300.0,
959,VOLKSWAGEN, TRANSPORTER TDI 340,18990.0,2012.0,Automatic,Used,Van,Diesel,2000.0,
960,HOLDEN, HQ GTS MONARO 350 TRIBUTE,145000.0,1973.0,Automatic,Used,Hardtop - Coupe,,,
961,MASERATI, GRANTURISMO,159990.0,2016.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,0.0,
962,MERCEDES-BENZ, SLC200,65990.0,2017.0,Automatic,Used,Roadster,Premium Unleaded,1991.0,
963,MERCEDES-BENZ, CLS 250D,69990.0,2017.0,Automatic,Used,Hardtop - Coupe,Diesel,2143.0,
964,AUDI, A8,39990.0,2011.0,Tiptronic,Used,Sedan,Diesel,2976.0,
965,BMW, X5,54990.0,2015.0,Automatic,Used,Wagon,Diesel,2993.0,
966,BUICK, RIVIERA 46R Special,26990.0,1955.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
967,JEEP, WRANGLER,24940.0,2011.0,Manual,Used,Convertible,Unleaded,3778.0,
968,CHEVROLET, 3100,67500.0,1955.0,Automatic,Used,Tray,Leaded Petrol,6000.0,375
969,LAND ROVER, DEFENDER 90,58500.0,1994.0,Manual,Used,Wagon,Diesel,,
970,ASTON MARTIN, DB9,179500.0,2013.0,,Used,Hardtop - Coupe,,,
971,MERCEDES-BENZ, M-CLASS ML 300 CDI,25990.0,2010.0,Automatic,Used,Wagon,Diesel,3000.0,
972,SUZUKI, GRAND VITARA 4x4 XL-7,6990.0,2001.0,Automatic,Used,Wagon,Unleaded,2700.0,
973,CHRYSLER, VALIANT REGAL VC,59500.0,1966.0,,Used,Sedan,,,
974,PORSCHE, MACAN,89990.0,2015.0,Automatic,Used,Wagon,Premium Unleaded,3604.0,
975,LEYLAND, MINI Van,25000.0,1978.0,Manual,Used,Panel Van,Unleaded,,
976,CHEVROLET, 3100 1/2 Ton,54990.0,1948.0,Automatic,Used,Ute,Unleaded,,
977,FERRARI, 360 SPIDER,213000.0,2002.0,,Used,Convertible,,,
978,SUBARU, IMPREZA,39990.0,1996.0,Manual,Used,Sedan,Premium Unleaded,2000.0,
979,MERCEDES-BENZ, 450SL,24990.0,1979.0,Automatic,Used,Convertible,Unleaded,,
980,AUDI, Q2,39990.0,2017.0,Automatic,Used,Wagon,Unleaded,1400.0,
981,MERCEDES-BENZ, S350,48990.0,2010.0,Automatic,Used,Sedan,Premium Unleaded,0.0,
982,MERCEDES-BENZ, GL 500,39990.0,2007.0,,Used,Wagon,,,
983,CHEVROLET, BELAIR Wagon,54850.0,1964.0,Automatic,Used,Wagon,Premium Unleaded,350.0,350
984,CHEVROLET, CORVETTE,99990.0,1964.0,,Used,Roadster,Unleaded,5360.0,0
985,HOLDEN, COMMODORE MOTORSPORT EDITION VF SERIES II,129500.0,2017.0,,Used,Sedan,,,
986,JAGUAR, MK II 3.4 Litre,69950.0,1960.0,Manual Overdrive,Used,Hardtop - Coupe,,3442.0,
987,FORD, CUSTOM 5 WINDOW COUPE,,1932.0,Manual,Used,Hardtop - Coupe,,,
988,MITSUBISHI, TRITON UTE,,1997.0,,Used,Ute,,,
989,PONTIAC, GTO,,1970.0,Manual,Used,Hardtop - Coupe,,,
990,CHRYSLER, 300 Pace Setter,49990.0,1963.0,Automatic,Used,Convertible,Unleaded,,
991,FORD, FAIRMONT GS,,1971.0,,Used,Sedan,,,
992,HOLDEN, MONARO HG,,1971.0,Manual,Used,Hardtop - Coupe,,,
993,CHEVROLET, CORVETTE,,1959.0,Manual,Used,Convertible,,,
994,PONTIAC, TRANS AM,,1971.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,,
995,MITSUBISHI, TRITON UTE,,1997.0,,Used,Ute,,,
996,FORD, F100,,1957.0,Automatic,Used,Ute,,,
997,FORD, THUNDERBIRD,,1957.0,Automatic,Used,Convertible,,,
998,MERCURY, COUPE,,1951.0,Automatic,Used,Hardtop - Coupe,,,
999,MERCEDES-BENZ, C200,,2016.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1991.0,
1000,GMC, PICKUP SUPER CUSTOM,,1972.0,Automatic,Used,Ute,,,
1001,HSV, W427 VE,,2009.0,,Used,Sedan,,,
1002,CHEVROLET, CORVETTE,,1959.0,Manual,Used,Convertible,,,
1003,HOLDEN, TORANA LX,,1975.0,,Used,Hatchback,,,
1004,FORD, FALCON GT XW,,1969.0,,Used,Sedan,,,
1005,MERCEDES-BENZ, SPRINTER,,,,Used,Van,,,
1006,MERCEDES-BENZ, C200,,2016.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1991.0,
1007,MERCURY, MONTEREY,,1959.0,Automatic,Used,Hardtop - Coupe,,,
1008,HOLDEN, SANDMAN HJ,,1975.0,Manual,Used,Van,,,0
1009,PLYMOUTH, ROAD RUNNER TRIBUTE,,1968.0,Automatic,Used,Hardtop - Coupe,,,
1010,CADILLAC, SERIES 62,,1953.0,Automatic,Used,Convertible,,,
1011,AC, COBRA,,2001.0,Manual,Used,Roadster,,,
1012,HOLDEN, TORANA LX,,1976.0,Manual,Used,Hatchback,,,0
1013,CHEVROLET, BEL AIR,,1955.0,Manual,Used,Hardtop - Coupe,,,
1014,FORD, FALCON XD,,1979.0,Automatic,Used,Sedan,,,
1015,HSV, GTSR W1 VF,,2017.0,,Used,Sedan,,,
1016,PORSCHE, CAYENNE,39990.0,2010.0,Tiptronic,Used,Wagon,Diesel,2967.0,
1017,MERCURY, COUPE,,1951.0,Automatic,Used,Hardtop - Coupe,,,
1018,CHEVROLET, CORVETTE C6,,2008.0,Manual,Used,Hardtop - Coupe,,,377
1019,HOLDEN, MONARO HG,,1971.0,Manual,Used,Hardtop - Coupe,,,
1020,JENSEN, INTERCEPTOR,,1967.0,Automatic,Used,Hardtop - Coupe,,6286.0,
1021,FIAT, 1900A 'GRANLUCE',,1955.0,,Used,Hardtop - Coupe,,,
1022,FORD, FALCON XC,,1977.0,Automatic,Used,Panel Van,,,
1023,PORSCHE, CAYENNE,39990.0,2010.0,Tiptronic,Used,Wagon,Diesel,2967.0,
1024,HOLDEN, SANDMAN HJ,,1975.0,Manual,Used,Van,,,0
1025,HOLDEN, PREMIER HK,,1968.0,Automatic,Used,Sedan,,,157
1026,HSV, GTSR W1 VF,,2017.0,,Used,Sedan,,,
1027,FORD, FALCON XW GT,,1970.0,,Used,Sedan,,,
1028,FERRARI, SUPER AMERICA 575,,2006.0,Automatic,Used,Convertible,Premium Unleaded,5748.0,397
1029,FORD, GALAXIE,,1959.0,Automatic,Used,Convertible,,,
1030,FORD, FALCON XD,,1979.0,Automatic,Used,Sedan,,,
1031,HOLDEN, PREMIER HD,,1965.0,Automatic,Used,Sedan,,,
1032,FORD, FAIRMONT XA,,1973.0,Manual,Used,Hardtop - Coupe,,,0
1033,FORD, MUSTANG,,1966.0,Manual,Used,Fastback,,,0
1034,FORD, FUTURA XW,,1969.0,Automatic,Used,Sedan,,,
1035,GMC, PICKUP SUPER CUSTOM,,1972.0,Automatic,Used,Ute,,,
1036,PONTIAC, FIREBIRD,,1968.0,Automatic,Used,Hardtop - Coupe,,,
1037,HOLDEN, MONARO HQ GTS Replica,,1972.0,Automatic,Used,Hardtop - Coupe,,,
1038,PONTIAC, GTO,99990.0,1969.0,Manual,Used,Convertible,Unleaded,,
1039,HOLDEN, TORANA LX,,1976.0,Manual,Used,Hatchback,,,0
1040,CHEVROLET, BELAIR,,1957.0,Automatic,Used,Hardtop - Coupe,,,
1041,PLYMOUTH, ROAD RUNNER TRIBUTE,,1968.0,Automatic,Used,Hardtop - Coupe,,,
1042,AC, COBRA,,2001.0,Manual,Used,Roadster,,,
1043,HSV, W427 VE,,2009.0,,Used,Sedan,,,
1044,CHEVROLET, CORVETTE C6,,2008.0,Manual,Used,Hardtop - Coupe,,,377
